Ana Kamera FlaÅŸ,Ana Kamera Flaş,Ana Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k AralÄ±ÄŸÄ±,Ana Kamera Çözünürlük Aralığı,Arka Kamera SayÄ±sÄ±,Arka Kamera Sayısı,ArttÄ±rÄ±labilir HafÄ±za (HafÄ±za KartÄ± DesteÄŸi),Arttırılabilir Hafıza (Hafıza Kartı Desteği),Ağırlık,Batarya Kapasitesi AralÄ±ÄŸÄ±,Batarya Kapasitesi Aralığı,BaÄŸlantÄ±lar,Bağlantılar,Bluetooth,CPU AralÄ±k,CPU Aralık,Cep Telefonu Modeli,Dahili HafÄ±za,Dahili Hafıza,Dokunmatik Ekran,Ekran Boyut AralÄ±ÄŸÄ±,Ekran Boyut Aralığı,Ekran Boyutu,Ekran Boyutu Aralığı,Ekran Cinsi,Ekran Teknolojisi,Ekran Yenileme HÄ±zÄ±,Ekran Yenileme Hızı,Ekran Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Ekran Çözünürlüğü,GPS,Garanti SÃ¼resi,Garanti Süresi,Garanti Tipi,GÃ¶rÃ¼ntÃ¼ Teknolojisi,GÃ¶rÃ¼ntÃ¼lÃ¼ KonuÅŸma,Görüntü Teknolojisi,Görüntülü Konuşma,Kablosuz Åžarj,Kablosuz Şarj,Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Kamera Çözünürlüğü,Kozmetik Durum,KulaklÄ±k GiriÅŸi,Kulaklık Girişi,Mobil BaÄŸlantÄ± HÄ±zÄ±,Mobil Bağlantı Hızı,NFC,Parmak Ä°zi Okuyucu,Parmak İzi Okuyucu,Pil GÃ¼cÃ¼ (mAh),Pil Gücü (mAh),RAM Kapasitesi,Radio,Renk,Suya/Toza DayanÄ±klÄ±lÄ±k,Suya/Toza Dayanıklılık,Video KayÄ±t Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Video Kayıt Çözünürlüğü,YÃ¼z TanÄ±ma,Yüz Tanıma,Ã–n Kamera FlaÅŸ,Ã–n Kamera SayÄ±sÄ±,Ã–n Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k AralÄ±ÄŸÄ±,Ã–n Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Ã‡ift Hat,Ä°ÅŸlemci MarkasÄ±,Ä°ÅŸletim Sistemi,Åžarj GiriÅŸi,Åžarj HÄ±zÄ±,Çift Hat,Ön Kamera Flaş,Ön Kamera Sayısı,Ön Kamera Çözünürlük Aralığı,Ön Kamera Çözünürlüğü,İşlemci Markası,İşletim Sistemi,Şarj Girişi,Şarj Hızı,url,price,brands
,Var,,10 - 15 MP,,3,,Var,,,5000-6000 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,Galaxy A34,,128 GB,Var,,6.5'' - 7'',"6,6 inç",,AMOLED,FHD+,,120 Hz,,FHD+,Var,,2 Yıl,Samsung TR Garantili,,,,Var,,Var,,48MP + 8MP + 5MP + 2MP,,,USB Type-C,,5G,Var,,Var,,5000,8 GB,,Yeşil,,Yok,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Var,1,20 - 40 MP,13 MP,MediaTek,Android,USB Type-C,20-40 W,https://www.trendyol.com//samsung/galaxy-a34-5g-128-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-679425556,10.299 TL,Samsung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//poco/x5-pro-5g-256-gb-8-gb-ram-mavi-cep-telefonu-xiaomi-turkiye-garantili-p-645990179,14.999 TL,POCO
,,,60 - 80 MP,,1,,,,,4500-5000 mAh,,,Var,,,,,128 GB,Var,,6.5'' - 7'',"6,7 inç",,,,,,,,,,2 Yıl,Realme Türkiye Garantili,,,,Var,,,,20 MP ve üstü,,,3.5 mm,,4G,Var,,Var,,5000 ve üstü,6 GB,,Altın,,Yok,,,,Var,,,,,,,,,,Var,,1,60 - 80 MP,,,Android,USB Type-C,20-40 W,https://www.trendyol.com//realme/c55-128-gb-6-gb-ram-gun-isigi-cep-telefonu-p-727855129,6.639 TL,realme
,Var,,5 - 10 MP,,4,,Yok,,,5000-6000 mAh,,Wi-Fi,Var,,,Redmi 10,,128 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,LCD,FHD+,,90 Hz,,FHD+,Var,,2 Yıl,Resmi Distribütör Garantili,,,LCD,Var,,Yok,,5 MP ve altı,,,3.5 mm,,4G,Yok,,Var,,1500 ve altı,4 GB,Var,Beyaz,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Var,1,5 - 10 MP,8 MP,MediaTek,Android,USB Type-C,10-20 W,https://www.trendyol.com//xiaomi/redmi-10-2022-128-gb-4-gb-ram-cakil-beyazi-cep-telefonu-xiaomi-turkiye-garantili-p-242166274?advertItems=eyJhZHZlcnRJZCI6Ijc3NzgxNzA2LTc4NDgtNDVkYS04ODM2LTYyMTJiZWNlNDNkNyIsInNvcnRpbmdTY29yZSI6MC4wNTQ5MjAyNjk1MDc5MTQ3OTQsImFkU2NvcmUiOjAuMDMxODAwOTY2NzA5ODUyMjIsImFkU2NvcmVzIjp7IjEiOjAuMDMxODAwOTY2NzA5ODUyMjIsIjIiOjAuMDMxODAwOTY2NzA5ODUyMjJ9LCJjcGMiOjEuNzI3MDAwMDAwMDAwMDAwMywibWluQ3BjIjowLCJlQ3BjIjoxLjY0NDk0OTQ1MTM0MDQwMzcsImFkdmVydFNsb3QiOjEzLCJvcmRlciI6MSwiYXR0cmlidXRlcyI6IiJ9,6.099 TL,Xiaomi
,,,40 - 60 MP,,2,,,,,5000-6000 mAh,,,,,,,,256 GB,Var,,6.5'' - 7'',"6,53 inç",,,,,,,,,,2 Yıl,Xiaomi Türkiye Garantili,,,,,,,,50 MP,,,3.5 mm,,5G,Yok,,,,5000,6 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//xiaomi/redmi-note-12-pro-5g-256-gb-8-gb-ram-siyah-cep-telefonu-ithalatci-garantili-p-698053904,10.299 TL,Xiaomi
,Var,,20 - 40 MP,,3,,Var,,,5000-6000 mAh,,,Var,,,,,128 GB,Var,,6.5'' - 7'',6 - 8 inç,,IPS LCD,FHD+,,90 Hz,,FHD+,,,2 Yıl,Xiaomi Türkiye Garantili,,,LCD,Var,,Yok,,50 MP + 8 MP + 2 MP,,,USB Type-C,,4.5G,Yok,,Var,,5000,8 GB,,Siyah,,Var,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,5 - 10 MP,8 MP,MediaTek,Android,USB Type-C,10-20 W,https://www.trendyol.com//xiaomi/redmi-12-128-gb-8-gb-ram-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-770302563?advertItems=eyJhZHZlcnRJZCI6Ijc3NzgxNzA2LTc4NDgtNDVkYS04ODM2LTYyMTJiZWNlNDNkNyIsInNvcnRpbmdTY29yZSI6MC4wNTE2NzQ5NjEyOTEyNTM1NzUsImFkU2NvcmUiOjAuMDI5OTIxODA3MzQ4NzI4MTgsImFkU2NvcmVzIjp7IjEiOjAuMDI5OTIxODA3MzQ4NzI4MTgsIjIiOjAuMDI5OTIxODA3MzQ4NzI4MTh9LCJjcGMiOjEuNzI3MDAwMDAwMDAwMDAwMywibWluQ3BjIjowLCJlQ3BjIjoxLjYwMTE1NTEzMDY3NDcwMTIsImFkdmVydFNsb3QiOjE0LCJvcmRlciI6MywiYXR0cmlidXRlcyI6IiJ9,7.549 TL,Xiaomi
,Var,,5 - 10 MP,,4,,Yok,,,5000-6000 mAh,,Wi-Fi,Var,,,Redmi 10,,128 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,LCD,FHD+,,90 Hz,,FHD+,Var,,2 Yıl,Resmi Distribütör Garantili,,,LCD,Var,,Yok,,5 MP ve altı,,,3.5 mm,,4G,Yok,,Var,,1500 ve altı,4 GB,Var,Gri,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Var,1,5 - 10 MP,8 MP,MediaTek,Android,USB Type-C,10-20 W,https://www.trendyol.com//xiaomi/redmi-10-2022-128-gb-4-gb-ram-karbon-grisi-cep-telefonu-xiaomi-turkiye-garantili-p-242166444,6.099 TL,Xiaomi
,,,12 MP,,2,,,,,4500-5000 mAh,,,,,,,,512 GB,Var,,4.5'' - 5'',"6,7 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,108 MP + 8 MP + 2 MP + 2 MP,,,USB Type-C,,4.5G,Var,,,,4500,12 GB,,Beyaz,,Var,,,,,,,,,,,,,,Var,,1,100 -120 MP,,,Android,USB Type-C,,https://www.trendyol.com//nothing/phone-2-512-gb-12-gb-ram-beyaz-cep-telefonu-nothing-turkiye-garantili-p-762915631?advertItems=eyJhZHZlcnRJZCI6ImVhM2VhMTdiLWY5NWItNDJiNC1hMDdlLWRjZDY2NTM0ZmNhMiIsInNvcnRpbmdTY29yZSI6MC4wNDczMTEwMTk1NTY1OTY4OCwiYWRTY29yZSI6MC4wMjcwNDY4Mjc1OTk0MDYyNDIsImFkU2NvcmVzIjp7IjEiOjAuMDI3MDQ2ODI3NTk5NDA2MjQyLCIyIjowLjAyNzA0NjgyNzU5OTQwNjI0Mn0sImNwYyI6MS43NDkwMDAwMDAwMDAwMDAzLCJtaW5DcGMiOjAsImVDcGMiOjEuNjczMDQ1MzkwMDE4Mzg0LCJhZHZlcnRTbG90IjoxNSwib3JkZXIiOjUsImF0dHJpYnV0ZXMiOiIifQ==,32.999 TL,NOTHING
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//vivo/y36-256-gb-8-gb-ram-meteor-siyahi-cep-telefonu-vivo-turkiye-garantili-p-744101124,9.335 TL,vivo
,Var,,40 - 60 MP,,2,,Var,,,3000-3500 mAh,,USB,Var,,2.0-2.5 GHz,iPhone 15,,512 GB,Var,,6'' - 6.5'',"6,1 inç",,FHD Süper AMOLED,FHD+,,144 Hz üstü,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Var,,3000 - 4000,6 GB,Yok,Yeşil,,Var,,4320p (Ultra HD) 8K,,Var,,,,,,,,,,Var,Yok,1,10 - 15 MP,12 MP,Apple,iOS,USB Type-C,10-20 W,https://www.trendyol.com//apple/iphone-15-512-gb-yesil-p-762254839?advertItems=eyJhZHZlcnRJZCI6ImYxZGFkYzdiLTQ1YTItNDQwZS04NTRiLTIxMzAzNDcxNDVkNSIsInNvcnRpbmdTY29yZSI6MC4wNDQ3MTU0MTQ3NTUwNDYzNywiYWRTY29yZSI6MC4wMjM5MTE5ODY1MDAwMjQ3OTYsImFkU2NvcmVzIjp7IjEiOjAuMDIzOTExOTg2NTAwMDI0Nzk2LCIyIjowLjAyMzkxMTk4NjUwMDAyNDc5Nn0sImNwYyI6MS44NywibWluQ3BjIjowLCJlQ3BjIjoxLjg1ODk3ODg3MTkwNjQ1OTMsImFkdmVydFNsb3QiOjE2LCJvcmRlciI6NywiYXR0cmlidXRlcyI6IiJ9,61.299 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//reeder/s19-max-4gb-64-gb-beyaz-cep-telefonu-reeder-turkiye-garantili-p-639266172,2.717 TL,Reeder
,Var,,40 - 60 MP,,3,,Var,,,4500-5000 mAh,,Wi-Fi,Var,,,,,128 GB,Var,,6.5'' - 7'',6 - 8 inç,,IPS LCD,FHD+,,90 Hz,,FHD+,Var,,2 Yıl,Xiaomi Türkiye Garantili,,,LCD,,,Yok,,50 MP,,,3.5 mm,,4.5G,Yok,,Var,,5000,4 GB,Var,Siyah,,Var,,1080p (Full HD),,Yok,,,,,,,,,,Var,Var,1,5 - 10 MP,8 - 14 MP,MediaTek,Android,USB Type-C,10-20 W,https://www.trendyol.com//xiaomi/redmi-12-128-gb-4-gb-ram-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-758352306?advertItems=eyJhZHZlcnRJZCI6Ijc3NzgxNzA2LTc4NDgtNDVkYS04ODM2LTYyMTJiZWNlNDNkNyIsInNvcnRpbmdTY29yZSI6MC4wNDM5NzM2MzkwNzY1NzU2NDQsImFkU2NvcmUiOjAuMDI1NDYyNDQzMDA5MDE4ODk4LCJhZFNjb3JlcyI6eyIxIjowLjAyNTQ2MjQ0MzAwOTAxODg5OCwiMiI6MC4wMjU0NjI0NDMwMDkwMTg4OTh9LCJjcGMiOjEuNzI3MDAwMDAwMDAwMDAwMywibWluQ3BjIjowLCJlQ3BjIjoxLjM2OTk3MjMwNjM5ODM2MjIsImFkdmVydFNsb3QiOjE3LCJvcmRlciI6OSwiYXR0cmlidXRlcyI6IiJ9,7.099 TL,Xiaomi
,,,40 - 60 MP,,1,,Var,,,5000-6000 mAh,,,,,,Galaxy A23,,128 GB,Var,,7'' Üstü,"4 - 4,5 inç",,PLS,FHD,,,,,Var,,2 Yıl,Samsung TR Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4.5G,Var,,,,1500 ve altı,4 GB,,Mavi,,Var,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,Samsung,Android,USB Type-C,,https://www.trendyol.com//samsung/galaxy-a23-128-gb-mavi-cep-telefonu-samsung-turkiye-garantili-p-268699277,7.532 TL,Samsung
,Var,,40 - 60 MP,,2,,Var,,,3000-3500 mAh,,USB,Var,,2.0-2.5 GHz,iPhone 15,,256 GB,Var,,6'' - 6.5'',"6,1 inç",,FHD Süper AMOLED,FHD+,,144 Hz üstü,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Var,,3000 - 4000,6 GB,Yok,Mavi,,Var,,4320p (Ultra HD) 8K,,Var,,,,,,,,,,Var,Yok,1,10 - 15 MP,12 MP,Apple,iOS,USB Type-C,10-20 W,https://www.trendyol.com//apple/iphone-15-256-gb-mavi-p-762254862?advertItems=eyJhZHZlcnRJZCI6ImYxZGFkYzdiLTQ1YTItNDQwZS04NTRiLTIxMzAzNDcxNDVkNSIsInNvcnRpbmdTY29yZSI6MC4wMzQzNzM1OTQyNDMwNzk0MjUsImFkU2NvcmUiOjAuMDE4MzgxNjAxMTk5NTA3NzEzLCJhZFNjb3JlcyI6eyIxIjowLjAxODM4MTYwMTE5OTUwNzcxMywiMiI6MC4wMTgzODE2MDExOTk1MDc3MTN9LCJjcGMiOjEuODcsIm1pbkNwYyI6MCwiZUNwYyI6MS42MDcyNjU0NDIwMDYyNTIyLCJhZHZlcnRTbG90IjoxOCwib3JkZXIiOjExLCJhdHRyaWJ1dGVzIjoiIn0=,54.499 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-11-64-gb-beyaz-cep-telefonu-12-ay-garantili-b-kalite-p-316177451,17.995 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-15-128-gb-yesil-p-762254836?advertItems=eyJhZHZlcnRJZCI6ImYxZGFkYzdiLTQ1YTItNDQwZS04NTRiLTIxMzAzNDcxNDVkNSIsInNvcnRpbmdTY29yZSI6MC4wMjkxNzY0Nzg1MzQ5MzY5MDYsImFkU2NvcmUiOjAuMDE1NjAyMzk0OTM4NDY4OTMzLCJhZFNjb3JlcyI6eyIxIjowLjAxNTYwMjM5NDkzODQ2ODkzMywiMiI6MC4wMTU2MDIzOTQ5Mzg0Njg5MzN9LCJjcGMiOjEuODcsIm1pbkNwYyI6MCwiZUNwYyI6MS44NDIwNTM3MDY0MjQxNjYyLCJhZHZlcnRTbG90IjoxOSwib3JkZXIiOjEzLCJhdHRyaWJ1dGVzIjoiIn0=,50.499 TL,Apple
,,,40 - 60 MP,,3,,,,,5000-6000 mAh,,,,,,Spark 10 Pro,,256 GB,Var,,6.5'' - 7'',"6,8 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,20 MP ve üstü,,,3.5 mm,,4.5G,Var,,,,5000 ve üstü,8 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,20 - 40 MP,,,Android,USB Type-C,,https://www.trendyol.com//tecno/spark-10-pro-256-gb-8-gb-ram-siyah-cep-telefonu-spark-turkiye-garantili-p-700432428,7.449 TL,Tecno
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-15-256-gb-yesil-p-762254829?advertItems=eyJhZHZlcnRJZCI6ImYxZGFkYzdiLTQ1YTItNDQwZS04NTRiLTIxMzAzNDcxNDVkNSIsInNvcnRpbmdTY29yZSI6MC4wMjg0Mjg0MDMxNzYzNjcyODMsImFkU2NvcmUiOjAuMDE1MjAyMzU0NjM5NzY4NiwiYWRTY29yZXMiOnsiMSI6MC4wMTUyMDIzNTQ2Mzk3Njg2LCIyIjowLjAxNTIwMjM1NDYzOTc2ODZ9LCJjcGMiOjEuODcsIm1pbkNwYyI6MCwiZUNwYyI6MS44NywiYWR2ZXJ0U2xvdCI6MjAsIm9yZGVyIjoxNSwiYXR0cmlidXRlcyI6IiJ9,52.999 TL,Apple
,Var,,10 - 15 MP,,3,,Var,,,4500-5000 mAh,,Wi-Fi,Var,,1.5-2.0 GHz,Galaxy A24,,128 GB,Var,,6'' - 6.5'',6 inç ve üstü,,AMOLED,FHD+,,90 Hz,,FHD+,Var,,2 Yıl,Samsung TR Garantili,,,,Var,,Yok,,15 - 20 MP,,,3.5 mm,,4.5G,Var,,,,4000 - 5000,6 GB,Yok,Siyah,,Var,,1080p (Full HD),,Var,,,,,,,,,,Var,Var,1,10 - 15 MP,13 MP,MediaTek,Android,USB Type-C,20-40 W,https://www.trendyol.com//samsung/galaxy-a24-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-700100969,8.625 TL,Samsung
,Var,,10 - 15 MP,,2,,Yok,,,2000-3000 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,iPhone 12,,128 GB,Var,,6'' - 6.5'',"6,1 inç",,OLED,FHD+,,60 Hz,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,OLED,Var,,Var,,10 - 15 MP,,,Lightning,,4.5G,Var,,Yok,,2815,4 GB,Yok,Yeşil,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Yok,Yok,1,10 - 15 MP,8 - 14 MP,Apple,iOS,Lightning,10-20 W,https://www.trendyol.com//apple/iphone-12-128-gb-yesil-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-63973244?advertItems=eyJhZHZlcnRJZCI6ImYxZGFkYzdiLTQ1YTItNDQwZS04NTRiLTIxMzAzNDcxNDVkNSIsInNvcnRpbmdTY29yZSI6MC4wMjg0MjIwMDYzNzc5NTAzMTMsImFkU2NvcmUiOjAuMDE1MTk4OTMzODkxOTUyMDM4LCJhZFNjb3JlcyI6eyIxIjowLjAxNTE5ODkzMzg5MTk1MjAzOCwiMiI6MC4wMTUxOTg5MzM4OTE5NTIwMzh9LCJjcGMiOjEuODcsIm1pbkNwYyI6MCwiZUNwYyI6MS44NywiYWR2ZXJ0U2xvdCI6MjEsIm9yZGVyIjoxNywiYXR0cmlidXRlcyI6IiJ9,28.299 TL,Apple
,Var,,40 - 60 MP,,2,,Var,,,4500-5000 mAh,,Micro USB,,,1.5-2.0 GHz,,,256 GB,Var,,6.5'' - 7'',"6,6 inç",,AMOLED,HD+,,120 Hz,,HD+,Var,,2 Yıl,Reeder Türkiye Garantili,,,OLED,Var,,Var,,48 MP + 12 MP + 12 MP,,,USB Type-C,,4.5G,Var,,Var,,5000 ve üstü,8 GB,Yok,Siyah,,Var,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,5,60 - 80 MP,8 - 14 MP,Spreadtrum,Android,USB Type-C,10-20 W,https://www.trendyol.com//reeder/s23-pro-max-256-gb-siyah-cep-telefonu-reeder-turkiye-garantili-p-771120433,5.090 TL,Reeder
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-15-128-gb-sari-p-762254837?advertItems=eyJhZHZlcnRJZCI6ImYxZGFkYzdiLTQ1YTItNDQwZS04NTRiLTIxMzAzNDcxNDVkNSIsInNvcnRpbmdTY29yZSI6MC4wMjgyNDM2MDgzMjU3MTk4MzYsImFkU2NvcmUiOjAuMDE1MTAzNTMzODY0MDIxMzAxLCJhZFNjb3JlcyI6eyIxIjowLjAxNTEwMzUzMzg2NDAyMTMwMSwiMiI6MC4wMTUxMDM1MzM4NjQwMjEzMDF9LCJjcGMiOjEuODcsIm1pbkNwYyI6MCwiZUNwYyI6MS44NywiYWR2ZXJ0U2xvdCI6MjIsIm9yZGVyIjoxOSwiYXR0cmlidXRlcyI6IiJ9,50.499 TL,Apple
,Var,,60 - 80 MP,,1,,,,,4500-5000 mAh,,,Var,,,Realme C55,,256 GB,Var,,6.5'' - 7'',"6,7 inç",,LCD,FHD+,,90 Hz,,FHD+,Var,,2 Yıl,Realme Türkiye Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,,,3.5 mm,,4G,Var,,Var,,5000 ve üstü,8 GB,Var,Siyah,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,60 - 80 MP,20 - 40 MP,MediaTek,Android,USB Type-C,10-20 W,https://www.trendyol.com//realme/c55-256-gb-8-gb-ram-siyah-cep-telefonu-realme-turkiye-garantili-p-720994094,7.803 TL,realme
,Var,,40 - 60 MP,,2,,Var,,,4000-4500 mAh,,Wi-Fi,Var,,2.0-2.5 GHz,iPhone 15 Plus,,256 GB,Var,,6'' - 6.5'',"6,7 inç",,OLED,QLED,,60 Hz,,QHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,OLED,Var,,Yok,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Var,,4000 - 5000,6 GB,Yok,Siyah,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Yok,1,40 - 60 MP,12 MP,Apple,iOS,USB Type-C,80-100 W,https://www.trendyol.com//apple/iphone-15-plus-256-gb-siyah-p-762254880?advertItems=eyJhZHZlcnRJZCI6ImYxZGFkYzdiLTQ1YTItNDQwZS04NTRiLTIxMzAzNDcxNDVkNSIsInNvcnRpbmdTY29yZSI6MC4wMjgwMDgyNTIxMjE1MDgxMjQsImFkU2NvcmUiOjAuMDE0OTc3Njc0OTMxMjg3NzY2LCJhZFNjb3JlcyI6eyIxIjowLjAxNDk3NzY3NDkzMTI4Nzc2NiwiMiI6MC4wMTQ5Nzc2NzQ5MzEyODc3NjZ9LCJjcGMiOjEuODcsIm1pbkNwYyI6MCwiZUNwYyI6MS44MDg4NjA4MzAxMTE5MDY3LCJhZHZlcnRTbG90IjoyMywib3JkZXIiOjIxLCJhdHRyaWJ1dGVzIjoiIn0=,60.999 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-11-128-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074794,24.999 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-12-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-102272722?advertItems=eyJhZHZlcnRJZCI6ImYxZGFkYzdiLTQ1YTItNDQwZS04NTRiLTIxMzAzNDcxNDVkNSIsInNvcnRpbmdTY29yZSI6MC4wMjY3OTI5NzcxMDc2ODg3ODgsImFkU2NvcmUiOjAuMDE0MzI3Nzk1MjQ0NzUzMzYsImFkU2NvcmVzIjp7IjEiOjAuMDE0MzI3Nzk1MjQ0NzUzMzYsIjIiOjAuMDE0MzI3Nzk1MjQ0NzUzMzZ9LCJjcGMiOjEuODcsIm1pbkNwYyI6MCwiZUNwYyI6MS44NywiYWR2ZXJ0U2xvdCI6MjQsIm9yZGVyIjoyMywiYXR0cmlidXRlcyI6IiJ9,27.299 TL,Apple
,Var,,20 - 40 MP,,3,,Var,,,5000-6000 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,Galaxy A54,,256 GB,Var,,6'' - 6.5'',"6,4 inç",,Full HD,FHD+,,120 Hz,,FHD+,Var,,2 Yıl,Samsung TR Garantili,,,AMOLED,Var,,Yok,,50 MP + 12 MP + 5 MP,,,USB Type-C,,5G,Var,,Var,,5000,8 GB,Var,Beyaz,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,20 - 40 MP,32 MP,Samsung,Android,USB Type-C,20-40 W,https://www.trendyol.com//samsung/galaxy-a54-5g-256-gb-beyaz-cep-telefonu-samsung-turkiye-garantili-p-679425559,15.999 TL,Samsung
,Var,,40 - 60 MP,,2,,Var,,,4000-4500 mAh,,Wi-Fi,Var,,2.0-2.5 GHz,iPhone 15 Plus,,128 GB,Var,,6'' - 6.5'',"6,7 inç",,OLED,QLED,,60 Hz,,QHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,OLED,Var,,Yok,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Var,,4000 - 5000,6 GB,Yok,Mavi,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Yok,1,40 - 60 MP,12 MP,Apple,iOS,USB Type-C,80-100 W,https://www.trendyol.com//apple/iphone-15-plus-128-gb-mavi-p-762254874?advertItems=eyJhZHZlcnRJZCI6ImYxZGFkYzdiLTQ1YTItNDQwZS04NTRiLTIxMzAzNDcxNDVkNSIsInNvcnRpbmdTY29yZSI6MC4wMjY1MTM2ODc5Nzc1NjczMTYsImFkU2NvcmUiOjAuMDE0MTc4NDQyNzY4NzUyNTc1LCJhZFNjb3JlcyI6eyIxIjowLjAxNDE3ODQ0Mjc2ODc1MjU3NSwiMiI6MC4wMTQxNzg0NDI3Njg3NTI1NzV9LCJjcGMiOjEuODcsIm1pbkNwYyI6MCwiZUNwYyI6MS44MTY1MDA2MjUzMDA4MjAyLCJhZHZlcnRTbG90IjoyNSwib3JkZXIiOjEsImF0dHJpYnV0ZXMiOiIifQ==,56.999 TL,Apple
,Var,,120 MP ve üstü,,3,,Var,,,4500-5000 mAh,,Bluetooth,,,2.0-2.5 GHz,,,256 GB,Var,,6.5'' - 7'',6 inç ve üstü,,,FHD+,,120 Hz,,FHD+,Var,,2 Yıl,Üretici Garantili,,,AMOLED,Var,,Yok,,50 MP,,,3.5 mm,,4.5G,Var,,Var,,5000,16 GB,Var,Gri,,Yok,,,,Var,,,,,,,,,,Var,,1,15 - 20 MP,,MediaTek,Android,USB Type-C,20-40 W,https://www.trendyol.com//general-mobile/gm-24-pro-dual-256-gb-8gb-8-gb-genisletilmis-ram-cep-telefonu-p-757950563,9.276 TL,General Mobile
